id,name,price,brand,specs,company,reviewID,score,link,num_of_qs,num_of_rev
95,InfinixSmart,16999.0,VGOTEL,12  2GB RAM,Vgotel,97,5.0,https://www.daraz.pk/products/daraz-like-new-phones-used-iphone-11-128gb-yellow-pta-approved-i305159115-s1640834823.html?search=1,8,16
96,OppoA57,57599.0,Tecno,5 Pro 5G 256GB,Tecno,98,,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916870.html?search=1,6,1
97,TecnoCAMON20,25300.0,Infinix,7  64GB ROM,Infinix,99,4.4,https://www.daraz.pk/products/tecno-pova-5-pro-5g-256gb-rom-8gb-ram-5000mah-mega-battery-pta-approevd-official-brand-warranty-i436995460-s2101833767.html?search=1,1,13
98,InfinixNote,26999.0,No Brand,2022  6.5 HD,Oppo,100,,https://www.daraz.pk/products/infinix-smart-7-64gb-rom-4gb-ram-pta-approved-official-warranty-i404870740-s1950358084.html?search=1,10,1
99,VivoV29,46698.0,No Brand,20 8GB RAM256GB ROM,Tecno,101,5.0,https://www.daraz.pk/products/oppo-a57-2022-65-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436693448-s2098342045.html?search=1,3,1
100,VivoY17S,47999.0,No Brand,30  8GB RAM,Infinix,102,4.8,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1,3,15
101,Redmi12,162999.0,No Brand,12GB Ram 256GB Rom,Vivo,103,,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000-mah-45w-i428380458-s2094154954.html?search=1,5,1
102,itelS23,44999.0,No Brand, 6GB+6GB Ram 128GB,Vivo,104,5.0,https://www.daraz.pk/products/12gb-v29-256gb-678-4600-mah-80-i435993109-s2094160423.html?search=1,10,1
103,RedmiA2,42999.0,Redmi, 8GB Ram 128GB,Redmi,105,4.7,https://www.daraz.pk/products/y27s-wair-6-6gb-64gb-5000mah-i434207118-s2082927409.html?search=1,2,15
104,LgV60,28799.0,No Brand,8GB Ram 128GB Rom,itel,106,4.3,https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1,5,16
105,VGOTELNOTE23,22999.0,Redmi,Plus  3GB RAM,Redmi,107,4.4,https://www.daraz.pk/products/8gb-s23-128gb-66-mah-50mp-pta-i427887954-s2033472043.html?search=1,10,24
106,Xiaomi13T,58000.0,LG ReEn,Thing original Official Pta,Lg,108,5.0,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1,5,17
107,Redmi12,30999.0,No Brand,23 8+8=16GB RAM 256GB,VGOTEL,109,,https://www.daraz.pk/products/lg-v60-pta-8128-i427878874-s2034508752.html?search=1,4,1
108,SparxNeo,238499.0,No Brand,Pro  6.67 Inch,Xiaomi,110,,https://www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2122429857.html?search=1,9,1
109,Redmi12,36999.0,No Brand, 4GB Ram 128GB,Redmi,111,5.0,https://www.daraz.pk/products/xiaomi-13t-pro-667-inch-amoled-display-12gb-ram-512gb-rom-i434620695-s2084510864.html?search=1,6,14
110,InfinixNote,32599.0,Sparx,7 Ultra 128GB ROM,Sparx,112,4.2,https://www.daraz.pk/products/12-4gb-1-000-gb-i434655943-s2084959088.html?search=1,7,15
111,Sonyxperia,43799.0,No Brand, 8GB Ram 128GB,Redmi,113,5.0,https://www.daraz.pk/products/sparx-neo-7-ultra-128gb-rom-8gb-ram-battery-5000mah-display-652-pta-approved-official-brand-warranty-i433245694-s2076772714.html?search=1,1,5
112,RedmiNote,48499.0,Infinix,30 RAM 8GB+8GB &,Infinix,114,4.5,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?search=1,2,16
113,DarazLike,57000.0,SONY,5 mark 2 official,Sony,115,4.8,https://www.daraz.pk/products/infinix-note-30-ram-8gb8gb-256gb-storage-678-fhd-5000mah-mega-battery-pta-approved-official-warranty-i429046135-s2098320869.html?search=1,8,22
114,Redmi12C,51399.0,No Brand,12  8GB Ram,Redmi,116,4.7,https://www.daraz.pk/products/5-2-pta-8128-i426378803-s2033490212.html?search=1,7,25
115,Xiaomi13T,184999.0,Apple,New Phones  Used,Daraz,117,,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1,2,1
116,InfinixSmart,25890.0,No Brand,4GB RAM + 64GB,Redmi,118,5.0,https://www.daraz.pk/products/daraz-like-new-phones-used-apple-iphone-11-pro-64-gb-midnight-green-pta-approved-i434302398-s2082861762.html?search=1,6,24
117,ItelA60s,179999.0,Redmi, 12GB RAM 256GB,Xiaomi,119,5.0,https://www.daraz.pk/products/4gb-12c-64gb-pta-1-i424399248-s2010703888.html?search=1,6,6
118,TecnoCamon,25999.0,Infinix,7  Back Camera,Infinix,120,5.0,https://www.daraz.pk/products/13t-12gb-256gb-50mp-5000mah-i433939264-s2081872040.html?search=1,1,26
119,itelS23,22999.0,No Brand, 4GB + 128GB,Itel,121,4.9,https://www.daraz.pk/products/7-13-mp-4gb-64gb-5000-mah-i432049716-s2080852409.html?search=1,4,26
120,Xiaomi13T,48999.0,Tecno,20  8GB RAM,Tecno,122,4.9,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1,1,16
121,TecnoCamon,33999.0,itel,6.6″ HD+ Display ,itel,123,4.9,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i430328036-s2060801927.html?search=1,6,23
122,RedmiNote12,169899.0,No Brand, 6.67 Inch Display,Xiaomi,124,5.0,https://www.daraz.pk/products/s23-66-hd-16-256gb-50-mp-ai-i434062784-s2082218778.html?search=1,2,6
123,RedmiNote,49499.0,Tecno,20  8GB RAM,Tecno,125,1.0,https://www.daraz.pk/products/xiaomi-13t-667-inch-display-12gb-ram-256gb-rom-i434191686-s2083035287.html?search=1,4,5
124,RealmeC51RAM,50499.0,Redmi,12 8GB Ram 128GB,Redmi,126,4.7,https://www.daraz.pk/products/20-8gb-256gb-667-5000mah-33-32mp-64-mp-2mp-ai-pta-i429300546-s2089900980.html?search=1,8,16
125,TecnoCamon,51499.0,No Brand,12  8GB Ram,Redmi,127,4.9,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1,6,16
126,InfinixHot,33000.0,No Brand,RAM 4GB ROM 64GB,Realme,128,,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i425014085-s2018706239.html?search=1,7,1
127,Redmi12C,61999.0,No Brand,20 Pro 8GB 256GB,Tecno,129,5.0,https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438776261-s2124156020.html?search=1,9,15
128,InfinixNote,39999.0,No Brand,30  8GB Ram,Infinix,130,4.5,https://www.daraz.pk/products/20-8gb-26gb-64-g99-1-mah-21-i433969037-s2095364064.html?search=1,2,6
129,XiaomiRedmi,27799.0,No Brand, 4GB Ram 128GB,Redmi,131,4.7,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1,5,23
130,Xiaomi13T,47980.0,No Brand,30 RAM 8 GB,Infinix,132,4.8,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i425749788-s2018940686.html?search=1,1,23
131,vivoY36,43999.0,No Brand,12  8GB +,Xiaomi,133,5.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1,3,5
132,vivoY36,172999.0,No Brand, 12GB RAM 256GB,Xiaomi,134,,https://www.daraz.pk/products/12-8-gb-18-gb-ips-100-mah-i432707379-s2068103885.html?search=1,10,1
133,Redmi12C,64999.0,Vivo, 8GB RAM ,vivo,135,4.3,https://www.daraz.pk/products/13t-12gb-256gb-50mp-5000mah-i436690801-s2098339587.html?search=1,0,15
134,RedmiA1,69999.0,Vivo, 8GB RAM ,vivo,136,5.0,https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-50-2-mp-rear-camera-5000mah-battery-i426929362-s2026252148.html?search=1,5,5
135,XiaomiRedmi,27999.0,Redmi,4GB Ram 5000mAh Battery,Redmi,137,4.5,https://www.daraz.pk/products/vivo-y36-8gb-ram-256gb-rom-50-2-mp-rear-camera-5000mah-battery-i437888231-s2113531369.html?search=1,3,17
136,TecnoCamon20,19990.0,Redmi,Plus  6.52 Inch,Redmi,138,4.7,https://www.daraz.pk/products/redmi-12c-4gb-ram-5000mah-battery-fingerprint-sensor-i424648944-s2011336202.html?search=1,0,16
137,InfinixNote,38999.0,Redmi,12  4GB RAM,Xiaomi,139,5.0,https://www.daraz.pk/products/a1-4-2gb-32gb-i375939955-s1861306345.html?search=1,0,8
138,,47999.0,No Brand,20 8GB Ram 256GB,Tecno,140,5.0,https://www.daraz.pk/products/12-4gb-128gb-50-mp-5000mah-i434797635-s2087484552.html?search=1,3,8
139,itelS23,62989.0,No Brand,30 Pro 8GB Ram,Infinix,141,,https://www.daraz.pk/products/20-8gb-256gb-667-5000-mah-33w-i429069106-s2094159414.html?search=1,9,1
140,TecnoCamon,,no brand,,-,142,,https://www.daraz.pk/products/30-8gb-256-gb-i433099468-s2101353493.html?search=1,6,1
141,InfinixNote,33999.0,itel, 8GB+8GB Ram 256GB,itel,143,4.9,https://www.daraz.pk/products/7-hd-2gb-2gb-64gb-66-hd-5000-mah-i427598680-s2031585109.html?search=1,1,18
142,ItelS23,46500.0,No Brand,20  8GB ROM,Tecno,144,5.0,https://www.daraz.pk/products/s23-wace-8gb-8gb-8gb-wach-256-mah-i433348791-s2077723745.html?search=1,9,5
143,SamsungGalaxyA04,62999.0,No Brand,30 Pro  8GB,Infinix,145,5.0,https://www.daraz.pk/products/tecno-camon-20-8gb-rom-256gb-rom-64mp-triple-camera-5000mah-battery-fast-charging-pta-approved-1year-brand-warrenty-i428414881-s2046367833.html?search=1,9,1
144,Redmi12,32500.0,No Brand, 8GB Ram ,Itel,146,,https://www.daraz.pk/products/30-wach-8gb-8gb-256gb-wach-5000mah-i434663051-s2087284478.html?search=1,8,1
145,Redmi12C,34499.0,Samsung,A04 4GB  64GB,Samsung,147,4.7,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1,3,15
146,InfinixNote,43950.0,Redmi, 6.79 Inch Display,Redmi,148,4.8,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i398449277-s1927450413.html?search=1,2,16
147,TecnoSpark,28999.0,Redmi,4GB RAM 128GB ROM,Redmi,149,4.5,https://www.daraz.pk/products/redmi-12-679-inch-display-8gb-ram-128gb-rom-i428779197-s2045906124.html?search=1,8,24
148,RealmeNarzo,64999.0,No Brand,30 Pro  8GB,Infinix,150,5.0,https://www.daraz.pk/products/12c-4gb-128-50-mp-al-5000-mah-i425099135-s2013184805.html?search=1,3,5
149,itelP17Pro,37999.0,Tecno,10 Pro  8GB,Tecno,151,4.7,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i437993832-s2118719724.html?search=1,8,20
150,InfinixNote30,30590.0,Realme,50A Prime  6.6,Realme,152,4.8,https://www.daraz.pk/products/10-8gb-128gb-50-mp-5000mah-i432744611-s2068302399.html?search=1,7,11
151,XiaomiRedmi,14500.0,No Brand,Pro 2GB RAM 32GB,itel,153,4.8,https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?search=1,5,13
152,XiaomiPoco,46697.0,No Brand,30 8GB Ram 256GB,Infinix,154,5.0,https://www.daraz.pk/products/p17-2gb-32gb-fwvga-sc7731e-1-mah-i363555806-s1814617710.html?search=1,8,23
153,VGOTELNew,54999.0,Redmi,Note 12  8GB,Xiaomi,155,4.5,https://www.daraz.pk/products/30-8gb-256gb-i433100478-s2101350773.html?search=1,8,15
154,A04E3/32,110750.0,Xiaomi,X5 Pro  6.67,Xiaomi,156,5.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i421094416-s1988401363.html?search=1,4,5
155,,22999.0,VGOTEL,22  4+3 GB,VGOTEL,157,4.8,https://www.daraz.pk/products/xiaomi-poco-x5-pro-667-inch-fhd-display-8gb-ram-256gb-rom-i433110695-s2073416622.html?search=1,6,16
156,InfinixNote,27999.0,Samsung,GB,A04E,158,4.8,https://www.daraz.pk/products/22-4-3-gb-128gb-5000mah-i386865646-s1909346836.html?search=1,0,17
157,XiaomiRedmi,,no brand,,-,159,,https://www.daraz.pk/products/a04e-332-gb-i424968322-s2012724492.html?search=1,4,1
158,SamsungA54,62900.0,No Brand,30 Pro  8GB,Infinix,160,,https://www.daraz.pk/products/x-pta-64gb-256gb-id-100-i438159695-s2119064119.html?search=1,6,1
159,InfinixHot,43699.0,No Brand,12  8GB RAM,Xiaomi,161,5.0,https://www.daraz.pk/products/infinix-note-30-pro-8gb-ram-256gb-rom-108mp-triple-camera-5000mah-battery-fast-charging-68w-pta-approved-1-year-brand-warranty-i429065827-s2046368581.html?search=1,6,10
160,InfinixNote,134999.0,Samsung,5G  6.4 Inch,Samsung,162,5.0,https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i436379657-s2095426645.html?search=1,7,6
161,AppleiPhone,30999.0,Infinix,20i  6.6 Inch,Infinix,163,4.2,https://www.daraz.pk/products/samsung-a54-5g-64-inch-display-8gb-ram-i428866152-s2045902288.html?search=1,9,14
162,Sparxneo,69999.0,Infinix,30 Pro  8GB,Infinix,164,5.0,https://www.daraz.pk/products/infinix-hot-20i-66-inch-display-4gb3gb-extended-ram-128gb-rom-i398311476-s2001134518.html?search=1,3,9
163,InfinixZero,649999.0,No Brand,15 Pro Max 5G,Apple,165,,https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i428906412-s2045841922.html?search=1,1,1
164,vivoy83,21299.0,No Brand,5 plus 3GB Ram,Sparx,166,4.5,https://www.daraz.pk/products/15-5g-pta-i435781778-s2091201800.html?search=1,3,19
165,TecnoSpark,75000.0,No Brand,30 4G RAM 8,Infinix,167,,https://www.daraz.pk/products/sparx-neo-5-plus-3gb-ram-64gb-rom-5000mah-bettery-pta-approved-one-year-brand-warranty-i426609029-s2025388312.html?search=1,0,1
166,TecnoSpark,15999.0,No Brand,4GB 64GB Dual Sim,vivo,168,,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438402434-s2122420391.html?search=1,5,1
167,ItelS23,30499.0,No Brand,10C  4GB +,Tecno,169,4.5,https://www.daraz.pk/products/64gb-4gb-y83-i438268078-s2122207738.html?search=1,7,25
168,TecnoSpark,37999.0,No Brand,10 Pro RAM 8,Tecno,170,4.8,https://www.daraz.pk/products/4gb-4gb-10c-128gb-66-ips-90hz-5000-mah-18w-i423152535-s2045830936.html?search=1,3,26
169,XiaomiPoco,32999.0,No Brand, 8GB RAM 256GB,Itel,171,1.0,https://www.daraz.pk/products/10-8-gb-128-gb-32-mp-50-mp-i430742292-s2054564300.html?search=1,6,5
170,TecnoCamon,39999.0,Tecno,10 Pro  8GB,Tecno,172,4.6,https://www.daraz.pk/products/8gb-s23-256gb-50-mp-5000mah-i433867236-s2081681216.html?search=1,7,16
171,InfinixNote,110999.0,No Brand,X5 Pro 5G ,Xiaomi,173,5.0,https://www.daraz.pk/products/10-wach-8gb-128gb-wach-5000mah-i431094695-s2056254503.html?search=1,0,5
172,RedmiNote,47999.0,Tecno,20  8GB RAM,Tecno,174,5.0,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432916376-s2070380365.html?search=1,5,8
173,INFINIXNOTE,63899.0,Infinix,30 Pro  6.67,Infinix,175,5.0,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i429667652-s2045908853.html?search=1,2,5
174,XiaomiRedmi,88999.0,Redmi,12 Pro  8GB,Redmi,176,4.8,https://www.daraz.pk/products/infinix-note-30-pro-667-inch-display-8gb-8gb-ram-256gb-rom-i428486750-s2045900698.html?search=1,2,13
175,TecnoSpark,47499.0,Infinix,30  8GB+8GB =16GB,INFINIX,177,4.8,https://www.daraz.pk/products/12-8gb-256gb-5000mah-i429700273-s2077728217.html?search=1,5,15
176,SamsungGalaxy,95000.0,Redmi,Note 12 Pro RAM,Xiaomi,178,5.0,https://www.daraz.pk/products/30-8gb-8gb-16gb-256gb-5000-mah-i428410536-s2037419674.html?search=1,7,26
177,SparxNeo,25999.0,Tecno,Go 2023  4GB,Tecno,179,4.7,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1,0,13
178,InfinixNote,139999.0,Samsung,A54 5G  8GB+8GB,Samsung,180,5.0,https://www.daraz.pk/products/2023-4gb-64gb-13-mp-5000mah-i432435083-s2081245640.html?search=1,2,5
179,VivoY17s,34999.0,No Brand,7 Ultra 128GB ROM,Sparx,181,,https://www.daraz.pk/products/5g-a54-8gb-8gb-256gb-5000mah-i433354188-s2077723658.html?search=1,5,1
180,Xiaomi13T,47980.0,No Brand,30 RAM 8 GB,Infinix,182,4.9,https://www.daraz.pk/products/7-128gb-8gb-5000mah-652-pta-i437983553-s2118069843.html?search=1,2,14
181,RedmiA2,45999.0,No Brand, 6GB Ram 128GB,Vivo,183,,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428562717-s2046479537.html?search=1,3,1
182,XiaomiPoco,169999.0,Redmi, 12GB Ram 256GB,Xiaomi,184,,https://www.daraz.pk/products/6gb-y17s-128gb-g85-656-ips-5000-mah-15-i434165099-s2094165661.html?search=1,4,1
183,RedmiNote,22499.0,No Brand,Plus  3GB Ram,Redmi,185,5.0,https://www.daraz.pk/products/13t-12gb-1-000-gb-i433848108-s2081658073.html?search=1,9,1
184,VgotelNew,109999.0,Redmi,X5 Pro 5G ,Xiaomi,186,,https://www.daraz.pk/products/a2-3gb-4gb-65-ips-5000-mah-i432726489-s2103298616.html?search=1,9,1
185,InfinixHot,61499.0,Redmi,12  8GB Ram,Redmi,187,4.4,https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432534350-s2064853630.html?search=1,4,16
186,RedmiNote,16999.0,VGOTEL,12  2GB RAM,Vgotel,188,,https://www.daraz.pk/products/12-8gb-8gb-256-mah-i433024509-s2071826009.html?search=1,5,1
187,InfinixHot,31999.0,Infinix,30 Play  4GB,Infinix,189,5.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425532202-s2015917650.html?search=1,3,21
188,HONORX6,51299.0,Redmi,12  6.67 Inch,Redmi,190,4.1,https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1,6,15
189,InfinixSmart,29899.0,Infinix,30 Play  6.82,Infinix,191,4.5,https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747925.html?search=1,1,17
190,TecnoCamon,32499.0,Honor,Mobile Phone 6.5 Inch,HONOR,192,4.8,https://www.daraz.pk/products/infinix-hot-30-play-682-inch-display-4gb-ram-64gb-12gb-rom-i427479408-s2032892687.html?search=1,3,25
191,itelS23,25999.0,No Brand,7  4GB +,Infinix,193,4.8,https://www.daraz.pk/products/honor-x6-mobile-phone-65-inch-dual-sim-pta-approved-50mp-triple-camera-5000mah-battery-4gb64gb-android-12-with-1-year-warranty-i422600292-s2000188622.html?search=1,6,25
192,RealmeC33,46999.0,Tecno,20  8GB+8GB Ram,Tecno,194,5.0,https://www.daraz.pk/products/7-ace-4gb-3gb-64gb-66-hd-ace-5000-mah-10w-i420943912-s1987989151.html?search=1,7,16
193,INFINIXSMART7,30999.0,itel,6.6″ HD+ Display ,itel,195,4.6,https://www.daraz.pk/products/tecno-camon-20-8gb8gb-ram-256gb-rom-5000mah-battery-in-display-fingerprint-i427916270-s2054994143.html?search=1,9,22
194,InfinixHot,30999.0,Realme, 4GB RAM 64GB,Realme,196,4.4,https://www.daraz.pk/products/itel-s23-66-hd-display-up-to-16128gb-storage-with-memory-fusion-color-changing-design-50-mp-ai-camera-i424775876-s2012509103.html?search=1,0,22
195,RealmeC51RAM,25399.0,No Brand,7 4GB RAM 64GB,INFINIX,197,5.0,https://www.daraz.pk/products/4gb-c33-64gb-50mp-5000mah-i432451761-s2064642431.html?search=1,0,18
196,Xiaomi13TPro,29980.0,No Brand,30 Play RAM 4,Infinix,198,4.7,https://www.daraz.pk/products/infinix-smart-7-4gb-ram-64gb-rom-6000mah-battery-4g-lte-66-display-one-year-brand-warranty-pta-approved-i422864285-s2002199437.html?search=1,8,25
197,samsangNote8,34990.0,No Brand,RAM 4GB ROM 64GB,Realme,199,,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427233504-s2030846651.html?search=1,5,1
198,Infinixsmart,227999.0,Xiaomi,Pro (12GB512GB) PTA Approved,Xiaomi,200,5.0,https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438775341-s2124145857.html?search=1,5,1
